#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###############################
# SWORDS OF ISLAM REPLACMENTS #
###############################
####Muslim to Ormazdic stuff
###Hajj
go_on_hajj;Go on pilgrimage to Martek;;;;;;;;;;;;x
go_on_hajj_desc;Going on a pilgrimage to the House of the One in Martek is one of the greatest rites of Ormazd, and this is something every able-bodied Ormazdic is expected to do once in his life. Decadent characters will get rid of the trait.;;;;;;;;;;;;x
opinion_hajj_promised;Promised to go on pilgrimage.;;;;;;;;;;;;;x
opinion_bring_on_hajj;Became Pilgrims together;;;;;;;;;;;;;x
opinion_attepmt_hajj;Berated me about pilgrimage;;;;;;;;;;;;;x
opinion_declined_hajj;Declined pilgrimage;;;;;;;;;;;;;x
opinion_refused_hajj;Refused to go on a pilgrimage with me;;;;;;;;;;;;;x
opinion_hajj_saved_from_bandit;Saved from bandits at a pilgrimage;;;;;;;;;;;;;x
opinion_hajj_saving_on_hajj;Saved from bandits;;;;;;;;;;;;;x
opinion_hajj_attempt_murder;Broke Truce of the pilgrimage;;;;;;;;;;;;;x
opinion_hajj_rivalry_mended;Positive talk on the pilgrimage;Discours positif ï¿½ propos du Hajj.;Positives Gesprï¿½ch auf Hadsch;;Charla positiva sobre la Hajj;;;;;;;;;x
EVTTOOLTIPA105007;[Root.GetTitledFirstName] will not change her mind about the divorce;[Root.GetTitledFirstName] ne changera pas d'avis au sujet du divorce;[Root.GetTitledFirstName] wird ihre Meinung ï¿½ber die Scheidung nicht ï¿½ndern ;;[Root.Liege.GetTitledName] no cambiarï¿½ de opiniï¿½n acerca del divorcio;;;;;;;;;x
EVTOPTB105006;Fine, but then things are going to have to change!;Trï¿½s bien mais dans ce cas, les choses vont devoir changer !;Gut, aber dann werden sich einige Dinge ï¿½ndern mï¿½ssen! ;;Vale, ï¿½pero las cosas tendrï¿½n que cambiar entonces!;;;;;;;;;x
EVTTOOLTIPB105007;[Root.GetTitledFirstName] decides to stay with [This.GetTitledFirstName];[Root.GetTitledFirstName] dï¿½cide finalement de rester avec [This.GetTitledFirstName];[Root.GetTitledFirstName] hat sich dazu entschlossen, bei [This.GetTitledFirstName] zu bleiben;;[Root.Liege.GetTitledName] decide quedarse con [This.GetTitledFirstName];;;;;;;;;x
EVTDESC105007;I pleaded with [From.GetTitledFirstName], promised her all she would want if only she wouldn't leave me! She told me about her reasons and I told her I would change, that I would do anything, anything!;J'ai suppliï¿½ [From.GetTitledFirstName], je lui ai promis qu'elle aurait tout ce qu'elle souhaitait si elle acceptait de rester avec moi ! Elle m'a expliquï¿½ ses motivations et je lui ai promis de changer et que je ferai tout pour la rendre heureuse.;Ich flehte [From.GetTitledFirstName] an, versprach ihr alles, was sie sich wï¿½nschte, solange sie mich nur nicht verlï¿½sst! Sie nannte mir ihre Grï¿½nde und ich sagte ihr, dass ich mich ï¿½ndern werde, dass ich alles tun wï¿½rde, alles! ;;Le supliquï¿½ a [From.GetTitledFirstName], le prometï¿½ todo lo que ella pudiera desear sino me dejaba. Me dio sus razones y le dije que cambiarï¿½a, que harï¿½a lo que fuera, ï¿½lo que fuera!;;;;;;;;;x
EVTOPTA105007;But [From.GetTitledFirstName] did not change her mind;Mais [From.GetTitledFirstName] n'a pas changï¿½ d'avis;Doch [From.GetTitledFirstName] hat ihre Meinung nicht geï¿½ndert ;;Pero [From.GetTitledFirstName] no cambiï¿½ de opiniï¿½n;;;;;;;;;x
EVTOPTB105007;[From.GetTitledFirstName] promised not to leave me!;[From.GetTitledFirstName] a promis de ne pas me quitter !;[From.GetTitledFirstName] hat versprochen, micht nicht zu verlassen! ;;ï¿½[From.GetTitledFirstName] me prometiï¿½ que no me dejarï¿½a!;;;;;;;;;x
EVTDESC105010;I grow more worried for every day no Grand Judge has been selected. It is as if [Root.Liege.GetTitledFirstName] does not care if just judgement is brought to those who deserve it!;Cela m'inquiï¿½te car les jours passent mais aucun cadi n'a ï¿½tï¿½ dï¿½signï¿½. C'est comme si [Root.Liege.GetTitledFirstName] n'avait pas envie qu'un jugement juste et ï¿½quitable puisse ï¿½tre rendu ï¿½ ceux qui le mï¿½ritent !;Mit jedem Tag an dem noch kein Ober-Kadi gewï¿½hlt worden war, stieg meine Besorgnis. Es schien so, als interessiere es [Root.Liege.GetTitledFirstName] garnicht, ob die Gerechtigkeit bekommen, die es verdienen! ;;Cada dï¿½a me preocupaba mï¿½s que no se hubiera elegido un Cadï¿½ Jefe. Es como si a [Root.Liege.GetTitledFirstName] no le importarï¿½ si el buen juicio solo se le otorga a quienes lo merecen;;;;;;;;;x
EVTOPTA105010;I should suggest one of my courtiers!;Je devrais proposer l'un de mes courtisans !;Ich sollte einen meiner Hï¿½flinge vorschlagen!;;ï¿½Deberï¿½a sugerir a uno de mis cortesanos!;;;;;;;;;x
EVTTOOLTIP105011;[Root.GetTitledFirstName] suggests a suitable person for the post of Grand Judge;[Root.GetTitledFirstName] propose le nom d'une personne tout ï¿½ fait respectable pour le poste de cadi;[Root.GetTitledFirstName] schlï¿½gt eine passende Person fï¿½r den Posten des Ober-Kadi vor ;;ï¿½[Root.GetTitledFirstName] sugiere a una persona apropiada para la posiciï¿½n de Cadï¿½ Jefe!;;;;;;;;;x
EVTOPTB105010;I would be the best candidate!;Je suis le meilleur candidat !;Ich wï¿½re der beste Kandidat! ;;ï¿½Serï¿½a el mejor candidato!;;;;;;;;;x
EVTOPTC105010;One of [Root.Liege.GetTitledFirstName]'s vassals would be most suitable;L'un des vassaux de [Root.Liege.GetTitledFirstName] serait plus adaptï¿½;Einer von [Root.Liege.GetTitledFirstName]s Vasallen wï¿½re passender ;;Uno de los vasallos de [Root.Liege.GetTitledFirstName] serï¿½a el mï¿½s adecuado;;;;;;;;;x
EVTOPTD105010;Surely [Root.Liege.GetTitledFirstName] already knows the best person for Grand Judge;[Root.Liege.GetTitledFirstName] sait sï¿½rement qui ferait l'affaire au poste de cadi;Sicherlich kennt [Root.Liege.GetTitledFirstName] bereits die beste Person fï¿½r den Posten des Ober-Kadi;;Seguramente [Root.Liege.GetTitledFirstName] ya sabe quiï¿½n es la mejor persona para ser Cadï¿½ Jefe;;;;;;;;;x
EVTDESC105011;[From.GetTitledFirstName] worries that the people of my realm lacks just judgement when I still haven't chosen a Grand Judge to take care of all legal matters. To ease [From.GetHerHis] worry, [From.GetTitledFirstName] came to me and suggested someone who [From.GetSheHe] believe would make an excellent Grand Judge.;[From.GetTitledFirstName] craint que mon peuple ne souffre de jugements inï¿½quitables parce que je n'ai toujours pas dï¿½signï¿½ de cadi pour s'occuper des affaires de justice. Afin de rï¿½soudre ce problï¿½me qui l'inquiï¿½te, [From.GetTitledFirstName] m'a soumis le nom d'une personne qui ferait un excellent cadi.;[From.GetTitledFirstName] fï¿½rchtet, dass es den Menschen meines Reichs an Gerechtigkeit mangeln wï¿½rde, wenn ich weiterhin keinen Ober-Kadi wï¿½hlen wï¿½rde, der sich um alle rechtlichen Dinge kï¿½mmert. Um [From.GetHerHis] Sorgen zu lindern, kam [From.GetTitledFirstName] zu mir und schlug mir jemanden vor, von dem [From.GetSheHe] ï¿½berzeugt war, dass er einen exzelleten Ober-Kadi abgeben wï¿½rde. ;;A [From.GetTitledFirstName] le preocupa que a las personas del reino les falte el buen juicio cuando todavï¿½a no haya seleccionado a un ?jefe de los cadï¿½es para que se ocupe de todos los asuntos legales. Para calmar sus preocupaciones, [From.GetTitledFirstName] se presentï¿½ ante mï¿½ y me sugiriï¿½ a alguien que creï¿½a que podï¿½a ser un excelenteCadï¿½ Jefe.;;;;;;;;;x
EVTOPTA105011;Yes, that courtier would be perfect;C'est vrai, ce courtisan est le candidat idï¿½al;Ja, dieser Hï¿½fling wï¿½re perfekt ;;Sï¿½, ese cortesano serï¿½a perfecto;;;;;;;;;x
EVTTOOLTIP105012;[Root.GetTitledFirstName] accepts [This.GetTitledFirstName] as [Root.GetHerHis] new Grand Judge;[Root.GetTitledFirstName] accepte que [This.GetTitledFirstName] devienne le nouveau cadi;[Root.GetTitledFirstName] akzeptiert [This.GetTitledFirstName] als [Root.GetHerHis] neuen Ober-Kadi ;;[Root.GetTitledFirstName] acepta a [This.GetTitledFirstName] como su nuevo Cadï¿½ Jefe;;;;;;;;;x
EVTOPTB105011;No, he won't do;Non, il ne fera pas l'affaire;Nein, er passt nicht;;No, imposible;;;;;;;;;x
EVTTOOLTIPA105013;[Root.GetTitledFirstName] dismisses [This.GetTitledFirstName]'s candidate;[Root.GetTitledFirstName] rejette le candidat proposï¿½ par [This.GetTitledFirstName];[Root.GetTitledFirstName] lehnt [This.GetTitledFirstName]s Kandidaten ab;;[Root.GetTitledFirstName] descarta al candidato de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTC105011;Yes, [From.GetTitledFirstName], you would be a perfect Grand Judge!;Oui, [From.GetTitledFirstName], vous serez un cadi idï¿½al !;Ja, [From.GetTitledFirstName] wï¿½re der perfekte Ober-Kadi! ;;ï¿½Sï¿½, [From.GetTitledFirstName], serï¿½ un excelente Cadï¿½ Jefe!;;;;;;;;;x
EVTTOOLTIPA105014;is granted the title of Grand Judge;est promu au rang de cadi;wird der Titel des Ober-Kadi verliehen ;;se le ha otorgado el tï¿½tulo de Cadï¿½ Jefe;;;;;;;;;x
EVTOPTD105011;No, I will not grant you the title of Grand Judge;Non, je refuse de vous promouvoir cadi;Nein, ich werde Euch nicht den Titel des Ober-Kadi verleihen ;;No, no te darï¿½ el tï¿½tulo de Cadï¿½ Jefe;;;;;;;;;x
EVTTOOLTIPB105014;[Root.GetTitledFirstName] refuses to make [This.GetTitledFirstName] Grand Judge;[Root.GetTitledFirstName] refuse d'accorder le poste de cadi ï¿½ [This.GetTitledFirstName];[Root.GetTitledFirstName] weigert sich, [This.GetTitledFirstName] zum Ober-Kadi zu ernennen ;;[Root.GetTitledFirstName] rechaza hacer a [This.GetTitledFirstName] Cadï¿½ Jefe;;;;;;;;;x
EVTOPTE105011;I agree, he would make an excellent Grand Judge;Je suis d'accord, il ferait un cadi parfait;Ich stimme zu, dass er ein exzellenter Ober-Kadi sein wï¿½rde ;;Estoy de acuerdo, serï¿½ un excelente Cadï¿½ Jefe;;;;;;;;;x
EVTOPTF105011;No, he will not become Grand Judge;Non, il ne deviendra pas cadi;Nein, er wird nicht Ober-Kadi werden ;;No, ï¿½l no serï¿½ el Cadï¿½ Jefe;;;;;;;;;x
EVTDESC105012;I had no idea [FromFrom.GetTitledFirstName] would suggest me as [From.GetTitledFirstName]'s new Grand Judge! The letter congratulating me to my new position and the order to appear before [From.GetTitledFirstName] as soon as possible was bewildering, I almost did not believe it at first.;J'ignorais totalement que [FromFrom.GetTitledFirstName] soumettrait mon nom pour le poste de cadi de [From.GetTitledFirstName] ! La lettre de fï¿½licitations me demandant de me prï¿½senter au plus tï¿½t chez [From.GetTitledFirstName] m'a abasourdi, j'ai mï¿½me cru ï¿½ une blague, au dï¿½but !;Ich hatte keine Ahnung, dass [FromFrom.GetTitledFirstName] mich als [From.GetTitledFirstName]s neuen Ober-Kadi vorschlagen wï¿½rde! Das Gratulationsschreiben zu meiner neuen Position und die Anweisung, so schnell wie mï¿½glich vor [From.GetTitledFirstName] zu erscheinen, war verwirrend und ich konnte es zuerst garnicht glauben. ;;No tenï¿½a la menor idea de que [FromFrom.GetTitledFirstName] me sugerirï¿½a como el nuevo Cadï¿½ Jefe de [From.GetTitledFirstName]. La carta en que se me felicitaba por mi nueva posiciï¿½n y la orden de comparecer ante ???[From.GetTitledFirstName] lo antes posible me dejaron perplejo, casi no lo podï¿½a creer.;;;;;;;;;x
EVTOPTA105012;Thank you, [FromFrom.GetTitledFirstName]!;Merci, [FromFrom.GetTitledFirstName] !;Habt Dank, [FromFrom.GetTitledFirstName]!;;ï¿½Gracias, [FromFrom.GetTitledFirstName]!;;;;;;;;;x
EVTTOOLTIPB105013;The new Grand Judge, [Root.GetTitledFirstName], thanks [This.GetTitledFirstName];Le nouveau cadi, [Root.GetTitledFirstName], remercie [This.GetTitledFirstName];Der neue Ober-Kadi, [Root.GetTitledFirstName], dankt [This.GetTitledFirstName];;El nuevo Cadï¿½ Jefe, [Root.GetTitledFirstName], agradece a [This.GetTitledFirstName];;;;;;;;;x
EVTDESC105013;I suggested that [target_suggested_qadi.GetTitledFirstName] would be [Root.Liege.GetTitledFirstName]'s new Grand Judge and waited with bated breath as [Root.Liege.GetTitledFirstName] pondered this.;J'ai proposï¿½ que [From.GetTitledFirstName] devienne le nouveau cadi de [Root.Liege.GetTitledFirstName] et retenu mon souffle pendant que [Root.Liege.GetTitledFirstName] rï¿½flï¿½chissait ï¿½ la question.;Ich schlug vor, dass [From.GetTitledFirstName] [Root.Liege.GetTitledFirstName]s neuer Ober-Kadi werden solle und wartete mit angehaltem Atem, wï¿½hrend [Root.Liege.GetTitledFirstName] darï¿½ber nachdachte.;;Le sugerï¿½ que [From.GetTitledFirstName] fuera ??el nuevo ??jefe de los cadï¿½es de [Root.Liege.GetTitledFirstName], y esperï¿½ con el aliento contenido mientras [Root.Liege.GetTitledFirstName] lo pensaba. ;;;;;;;;;x
EVTOPTA105013;[Root.Liege.GetSheHeCap] accepted my candidate as Grand Judge!;;;;;;;;;;;;;x
EVTOPTB105013;[Root.Liege.GetTitledFirstName] dismissed my suggestion...;;;;;;;;;;;;;x
EVTDESC105014;It felt preposterous, almost insulting, to suggest myself as the new Grand Judge for [From.GetTitledFirstName] but there were no better candidate I could have thought of than myself.;;;;;;;;;;;;;x
EVTOPTA105014;I am the new Grand Judge! Fear my justice!;;;;;;;;;;;;;x
EVTOPTB105014;[From.GetTitledFirstName] did not want me as Grand Judge;;;;;;;;;;;;;x
EVTDESC1010;I imagined a situation which became more and more intimidating, with an outcome that could mean life or death. I swallowed hard and decided that I would...;;;;;;;;;;;;;x
EVTDESC105020;[Root.Liege.GetTitledFirstName]'s choice for the Grand Judge position is disastrous! The man's judgement is severely distorted and there will be no justice as long as he holds the post!;;;;;;;;;;;;;x
EVTOPTA105020;Even this courtier would be better as Grand Judge!;;;;;;;;;;;;;x
EVTTOOLTIP105021;[Root.GetTitledFirstName] suggests a more suitable person for the post of Grand Judge;;;;;;;;;;;;;x
EVTOPTB105020;Why, even I would make a better Grand Judge!;;;;;;;;;;;;;x
EVTOPTC105020;I know a vassal of [Root.Liege.GetTitledFirstName] who would be better;;;;;;;;;;;;;x
EVTOPTD105020;Quench my anger and do nothing;;;;;;;;;;;;;x
EVTDESC105021;Fuming with anger at what [From.GetTitledFirstName] called 'another disastrous judgement of your Grand Judge!', [From.GetTitledFirstName] suggested I would choose another person for the very important position as Grand Judge.;;;;;;;;;;;;;x
EVTOPTA105021;You are right, your courtier would be a better choice;;;;;;;;;;;;;x
EVTTOOLTIP105025;The former Grand Judge, [This.GetTitledFirstName], is dismissed from the position;;;;;;;;;;;;;x
EVTTOOLTIP105022;The new Grand Judge is [This.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTB105021;I see no reason to dismiss the current Grand Judge;;;;;;;;;;;;;x
EVTTOOLTIP105023;is disappointed [Root.GetTitledFirstName] did not follow [This.GetHerHis] recommendation for Grand Judge;;;;;;;;;;;;;x
EVTOPTC105021;I agree, you would make a better Grand Judge;;;;;;;;;;;;;x
EVTOPTE105021;This vassal of mine would make a better Grand Judge;;;;;;;;;;;;;x
EVTDESC105023;The current Grand Judge is such a disastrous choice, with his arbitrary judgements and insufficient knowledge of the laws, that I had to suggest a new candidate for this position. [From.GetTitledFirstName] would make a much better Grand Judge and so I told [Root.Liege.GetTitledFirstName] and waited with bated breath as [Root.Liege.GetTitledFirstName] pondered this.;;;;;;;;;;;;;x
EVTOPTA105023;[From.GetTitledFirstName] is the new Grand Judge! Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
EVTOPTB105023;I was dismissed and told not to interfere in this matter again;;;;;;;;;;;;;x
EVTDESC105024;I inadvertently insulted the old Grand Judge when I suggested that I would make better judgements than he and knew the laws much better than him, but I saw no other way to get rid of him. After all, it was [From.GetTitledFirstName] who would judge if I was a better person for the position than the hopefully soon former Grand Judge.;;;;;;;;;;;;;x
EVTOPTA105025;May [Root.Religion.GetHighGodName] destroy [FromFrom.GetTitledFirstName]'s house!;;;;;;;;;;;;;x
EVTDESC105030;The Scriptures of the Prophets say: 'O you who believe! Intoxicants and games of chance and sacrificing to stones set up and dividing by arrows are only an uncleanness, the Shaitan's work, shun it therefore that you may be successful.' It is said that those who indulge in wine and other intoxicants will be punished by eighty lashes so they may know the wrongness of their path.;;;;;;;;;;;;;x
EVTOPTA105030;Eighty lashes for that drunkard!;;;;;;;;;;;;;x
EVTTOOLTIP105031;is lashed eighty times by Grand Judge [Root.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTB105030;Show mercy and the drunkard may repent;;;;;;;;;;;;;x
EVTTOOLTIP105032;The drunkard [This.GetTitledFirstName] is saved from the eighty lashes by [Root.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC105031;I stumbled drunkenly into Grand Judge [From.GetTitledFirstName] who smelled the wine I had drunk on my breath and ordered my arrest. The next day I got my punishment: eighty lashes!;;;;;;;;;;;;;x
EVTOPTA105031;The lashes made me cry out in pain...;;;;;;;;;;;;;x
EVTOPTB105031;I will never drink again, may [Root.Religion.GetHighGodName] be my witness!;;;;;;;;;;;;;x
EVTOPTC105031;The wine will take the pain away...;;;;;;;;;;;;;x
EVTOPTD105031;Wine will never again touch my tongue!;;;;;;;;;;;;;x
EVTDESC105032;The wine was aplenty and when I left my company I was more than unsteady on my feet. I must have drunk enough to become unconscious, for when I woke up it was in Grand Judge [From.GetTitledFirstName]'s room, who told me that if I donated a small sum of money to charity and promised to never drink again [From.GetSheHe] would let me go without punishment.;;;;;;;;;;;;;x
EVTOPTA105032;I promised but all I could think of was a can of wine to cure my headache;;;;;;;;;;;;;x
EVTOPTB105032;May [Root.Religion.GetHighGodName] be my witness, I promise to never drink again!;;;;;;;;;;;;;x
caliphal_subjugation_desc;For §Y200§! Piety, Ormazdic Califs or Sayyid rulers in case the Califate doesn't exist are allowed to subjugate all other Southern Pantheon rulers of the same religion once per §Y10§! years.;;;;;;;;;;;;;x
desc_jizya_tax;A Tax on the non-Ormazdic population, this tax is larger than the tax paid by worshippers of Ormazd and therefore increases the total tax income;;;;;;;;;;;;;x
