#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#The society name
norscan_society;Norscan Freigattur;;;;;;;;;;;;;x
string_norscan_society;Norscan Freigattur;;;;;;;;;;;;;x
#The society description
norscan_society_desc;A Warrior’s life is often brief, but it is always exciting. Between raids and invasions, Warriors provide meat for their clan by hunting the savage, tainted beasts of Norsca. In times of war, they clamber onto the Wolfships, bravely setting off for whatever battlefield awaits them, knowing that their destiny is at hand.;;;;;;;;;;;;;x
#Leader description
norscan_society_leader_desc;Tyrant of the sea. None shall escape.;;;;;;;;;;;;;x
#Name of the ranks
norscan_society_rank_1_female;Siren;;;;;;;;;;;;;x
norscan_society_rank_2_female;Banshee;;;;;;;;;;;;;x
norscan_society_rank_3_female;Shieldmaiden;;;;;;;;;;;;;x
norscan_society_rank_4_female;Sea Queen;;;;;;;;;;;;;x
norscan_society_rank_1_male;Marauder;;;;;;;;;;;;;x
norscan_society_rank_2_male;Ravager;;;;;;;;;;;;;x
norscan_society_rank_3_male;Lord Reaper;;;;;;;;;;;;;x
norscan_society_rank_4_male;Sea King;;;;;;;;;;;;;x
#Name of the currency
norscan_society_currency;Renown;;;;;;;;;;;;;x
#Rank up button name
#For tooltip that require being a member
IS_NORSCAN_SOCIETY_TRIGGER_TT;Is a member of the Norscan Freigattur.;;;;;;;;;;;;;x
#Rank up decision if you made a custom one, alongside the required custom_local
request_to_rank_up_within_norscan_society;Rise in the ranks.;;;;;;;;;;;;;x
request_to_rank_up_within_norscan_society_tt;Has §Y[Root.Society.GetCurrency]§! greater or equal to [Root.GetNorscanRankUpTooltip];;;;;;;;;;;;;x
GetNorscanRankUpTooltip_Standard_Rank1;§Y[Root.Society.GetCurrency]§!;;;;;;;;;;;;;x
GetNorscanRankUpTooltip_Standard_Rank2;§Y[Root.Society.GetCurrency]§!;;;;;;;;;;;;;x
GetNorscanRankUpTooltip_Standard_Rank3;§Y[Root.Society.GetCurrency]§!;;;;;;;;;;;;;x

norscan_rid_cowardice;Rid Cowardice;;;;;;;;;;;;;x
norscan_rid_cowardice_power_desc;Enables you to influence relatives, fellow members of the Freigattur, or landed characters within your realm in order to rid them of a §Ycowardice§! trait. You can only get rid of a §Ycowardice§! trait that you yourself do not have.;;;;;;;;;;;;;x
norscan_rid_cowardice_desc;You know [Root.GetTitledFirstName] to be a cowardly person. You can attempt to use your influence to rid [Root.GetHerHim] of such cowardice.;;;;;;;;;;;;;x
rid_cowardice_tooltip;[Root.GetFirstName] has a §Ycowardice§! trait.;;;;;;;;;;;;;x

norscan_build_courage;Build Courage;;;;;;;;;;;;;x
norscan_build_courage_power_desc;Enables you to influence relatives, fellow members of the Freigattur, or landed characters within your realm in order to teach them a §Ycourage§! trait. You can only teach a §Ycourage§! trait that you yourself have.;;;;;;;;;;;;;x
norscan_build_courage_desc;You recognise [Root.GetTitledFirstName] is lacking in fervour on the battlefield. You can attempt to use your influence to help [Root.GetHerHim] be a more courageous person.;;;;;;;;;;;;;x
build_courage_tooltip;[From.GetFirstName] has a §Ycourage§! trait to teach.;;;;;;;;;;;;;x

norscan_invite_warrior;Invite Huskarl;;;;;;;;;;;;;x
norscan_invite_warrior_power_desc;Enables you to invite a feared §YHuskarl§! to your court.;;;;;;;;;;;;;x

#This event is for joining
EVTDESC_NORSOC_102;Skol, [Root.GetTitledFirstName]. Your name is known from Nordland to Jotunheim. The Vitki peers into your future and says you will amass great wealth and renown. Are you ready to confront the sea?;;;;;;;;;;;;;x
EVTOPTA_NORSOC_102;Nothing would bring me more honour.;;;;;;;;;;;;;x
EVTOPTB_NORSOC_102;The Vitki is foolish to choose me.;;;;;;;;;;;;;x


#War Focus Quest
quest_norscan_war_focus;War Focused;;;;;;;;;;;;;x
quest_norscan_war_focus_desc;Warriors occupy the most vaunted and esteemed place in Norscan society, due to the warlike mien of the Northern tribes. To satisfy the Jarls, dedicate the next few years of your life to §RWarfare§!.;;;;;;;;;;;;;x
quest_norscan_war_focus_tooltip;As a member of the Norscan Freigattur, you have been advised to focus on matters of war and raiding.;;;;;;;;;;;;;x

EVTDESC_NORSOC_141;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe time to raid is approaching. Focus! Lay aside your domestic worries and set your mind to military matters. Make the appropriate preparations, personally.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_144;Lo! You have dedicated yourself to war and the shedding of blood. The tribes live for battle and faith for they are at the heart of Norscan society.;;;;;;;;;;;;;x
EVTOPT_NORSOC_144;For Glory!;;;;;;;;;;;;;x

#Blot Quest
quest_norscan_blot;Great Blót;;;;;;;;;;;;;x
quest_norscan_blot_desc;Killing is more than just a sport – it is an experience that brings one closer to the Gods. To gain §YRenown§!, host a Great Blót.;;;;;;;;;;;;;x
quest_norscan_blot_tooltip;Our captives obtained through raiding and war can be repurposed. Now is the time to sacrifice the unworthy.;;;;;;;;;;;;;x

EVTDESC_NORSOC_145;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nIt's been some time since we made an offering to the gods. The Vitki claims if our people are to have a bountiful harvest and success in the battles to come, we must make a great sacrifice.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_148;The Jarls are pleased to hear of your dedication to the gods, while the Vitki claims the gods have taken notice and shall show favour.;;;;;;;;;;;;;x
EVTOPT_NORSOC_148;For Glory!;;;;;;;;;;;;;x

#Runestone Quest
quest_norscan_runestone;Raise a Monolith;;;;;;;;;;;;;x
quest_norscan_runestone_desc;Monoliths not only serve to commemorate heroes and kings, but also as repositories of Norscan history, as well as markers of tribal territories or the holdings of warbands.;;;;;;;;;;;;;x
quest_norscan_runestone_tooltip;As a member of the Norscan Freigattur, you have been advised to §YCommission a Runestone§!.;;;;;;;;;;;;;x

EVTDESC_NORSOC_149;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe most striking features of Norsca are the great monoliths that dot the primeval wilderness, the Gods watch over theses cairns of fallen champions, protecting them from the ravages of time.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_152;Those with the courage to gaze more closely at the monolith are likely to find runic inscriptions in the Norscan tongue which foretell the sagas of the great heroes of Norsca. These monuments serve as focal points for channeling the raw power of the gods.;;;;;;;;;;;;;x
EVTOPT_NORSOC_152;For Glory!.;;;;;;;;;;;;;x

#Carousing Focus Quest
quest_norscan_carousing_focus;Carousing Focused;;;;;;;;;;;;;x
quest_norscan_carousing_focus_desc;When not hunting or raiding, Norscans enjoy the finer aspects of life. They engage in drinking contests and spend time in the sweat-lodges, swapping tales of savage exploits. Dedicate the next few years of your life to §BCarousing§!.;;;;;;;;;;;;;x
quest_norscan_carousing_focus_tooltip;As a member of the Norscan Freigattur, you have been advised to focus on carousing with the others.;;;;;;;;;;;;;x

EVTDESC_NORSOC_153;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nMake time to enjoy the finer aspects of life. Focus! Lay aside military matters and set your mind to your domestic worries. Make the appropriate preparations, personally.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_156;Lo! You have dedicated yourself to feasting and carousing. Norscans are unforgivable braggarts and competitors, they will often perform all sorts of insane feats to outdo their rivals.;;;;;;;;;;;;;x
EVTOPT_NORSOC_156;For Glory!;;;;;;;;;;;;;x

#Hunting Focus Quest
quest_norscan_hunting_focus;Great Hunt;;;;;;;;;;;;;x
quest_norscan_hunting_focus_desc;A warrior’s life is often brief, but it is always exciting. Between raids and invasions, Warriors provide meat for their clan by hunting the savage, tainted beasts of Norsca. Dedicate the next few years of your life to §RHunting§!.;;;;;;;;;;;;;x
quest_norscan_hunting_focus_tooltip;As a member of the Norscan Freigattur, you have been advised to focus on hunting for food and sport.;;;;;;;;;;;;;x

EVTDESC_NORSOC_157;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nMake time between raids and invasions to provide meat for the clan. Focus! Lay aside military and domestic matters and set your mind to hunting. Make the appropriate preparations, personally.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_160;Lo! You have dedicated yourself to hunting. Provide meat for the clan or gain further prestige and return with the slaughtered carcass of a Chaos Spawn, Beastman, Ice Drake or some massive shark pulled from the seas.;;;;;;;;;;;;;x
EVTOPT_NORSOC_160;For Glory!;;;;;;;;;;;;;x

#Venerate Ancestors Quest
quest_norscan_runestone;Venerate Ancestors;;;;;;;;;;;;;x
quest_norscan_runestone_desc;For the Norscans, the veneration of the ancestors is a tradition as old as the worship of the Gods themselves, one from which they derive their strength and fierce codes of honour.;;;;;;;;;;;;;x
quest_norscan_runestone_tooltip;As a member of the Norscan Freigattur, you have been advised to §YWorship the Ancestors§!.;;;;;;;;;;;;;x

EVTDESC_NORSOC_149;Skol, [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe time has come again to feast in our halls and listen to the Skald recount the sagas and the deeds of the ancestors.\n\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_NORSOC_152;May the ancestors bestow gifts and favour upon your sworn warriors.;;;;;;;;;;;;;x
EVTOPT_NORSOC_152;For Glory!.;;;;;;;;;;;;;x

#Invite Norscan
norscan_invite_warrior_desc;Rumors of a great warrior, blessed with incredible strength and a fearsome demeanour, have reached your halls. Persuade this warrior to take blood-oaths of loyalty, and take a place in the warband's battleline.;;;;;;;;;;;;;x
norscan_invite_warrior_tt;A great §YWarrior§! or §YShieldmaiden§! appears at your court.;;;;;;;;;;;;;x

EVTDESC_NORSOC_172;The Warrior [From.GetBestName] has arrived at my hall, pledging blood-oaths of loyalty. [From.GetFirstName] is a most fearsome [From.getmanwoman], soon we shall share in the glorious bloodshed and death to come.;;;;;;;;;;;;;x
EVTOPTA_NORSOC_172;Skol, [From.GetBestName]!;;;;;;;;;;;;;x
