#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###ÄNSI

###Quickening###
#Non-Ulrican/Taalite Quickening Events
EVTDESC_ToS_101;It comes a time when every child comes of age. A ritual is partaken where toys, child clothing and other things that marked ones childhood, are gathered and burned. Marking the end of childhood and begging of adulthood.;;;;;;;;;;;;;x
EVTOPTA_ToS_101;It is time;;;;;;;;;;;;;x
EVTDESC_ToS_102;Your child has come of age. Their passing into adulthood has to be celebrated with a ritual. Gather their toys and other symbols of their childhood, burn them. Let your child put its childhood behind and become an adult.;;;;;;;;;;;;;x
EVTOPTA_ToS_102;They grow up so fast;;;;;;;;;;;;;x
EVTDESC_ToS_103;The ritual has started, your toys and other belongings are burned away. Entrance into adulthood is celebrated and the whole court has came to witness it. As per tradition, you are to choose your future partner, though in truth it's litte more than your childhood sweetheart.;;;;;;;;;;;;;x
EVTOPTA_ToS_103;The ritual has began!;;;;;;;;;;;;;x
EVTOPTA_ToS_103_tt;This will increase your stat;;;;;;;;;;;;;x
EVTDESC_ToS_104;The time has come for you to prove your right to become an adult. You will be left alone in the deep woods, forced to survive on your own, using your wit and skill. And when you come out, you'll be a independent adult. If of course, you survive.;;;;;;;;;;;;;x
EVTOPTA_ToS_104;There is no turning back now;;;;;;;;;;;;;x
EVTDESC_ToS_105;Your child has come of age to partake in the ritual of becoming an adult. They will be left in the deep woods, to fend for themselves and survive on their own. Coming out as a real adult. Tell your farewells because not all children come back.;;;;;;;;;;;;;x
EVTOPTA_ToS_105;Come back to us, stay safe!;;;;;;;;;;;;;x
EVTDESC_ToS_106;You have returned safe and sound! but the ritual of quickening has forge you into a new person, you have lost your childishness sense you had before, the innocence glow of a child is snuffed by wit of an adult.;;;;;;;;;;;;;x
EVTOPTA_ToS_106;Finally home!;;;;;;;;;;;;;x

#Ulrican and Taalite Quickening Events
EVTDESC_ToS_201;While trying to steal food for yourself, you were cough red handed. Unable to escape, the men drag you to the floor and beat the living warp out of you.;;;;;;;;;;;;;x
EVTOPTA_ToS_201;Wont cry... it will pass... it will;;;;;;;;;;;;;x
EVTOPTA_ToS_201_tt;You're going to curl up in a ball and hope they stop whipping your weak ass. You'll probably won't be in good shape after this.;;;;;;;;;;;;;x
EVTOPTB_ToS_201;Try to run away!;;;;;;;;;;;;;x
EVTOPTB_ToS_201_tt;You'll use your high martial to try to out run them. Failing will not be good.;;;;;;;;;;;;;x
EVTOPTC_ToS_201;Talk your way out!;;;;;;;;;;;;;x
EVTOPTC_ToS_201_tt;Your going to try to talk it out so you don't get you ass kicked, but you are out of luck when it comes to getting some food.;;;;;;;;;;;;;x
EVTDESC_ToS_202;Your tummy aches, but you are in luck. You hear a commotion, following the noise you find travelers passing through. You see they carry supplies, food!;;;;;;;;;;;;;x
EVTOPTA_ToS_202;I am too weak, I will beg for food;;;;;;;;;;;;;x
EVTOPTA_ToS_202_tt;Success will depend on your diplomacy skill and failing means no food;;;;;;;;;;;;;x
EVTOPTB_ToS_202;They still haven't discovered me, I will try to steal;;;;;;;;;;;;;x
EVTOPTB_ToS_202_tt;Success will depend on your intrigue skill and failing means no food or worse;;;;;;;;;;;;;x
EVTOPTC_ToS_202;They seem a bit lost and I know this area very well. I could guide them;;;;;;;;;;;;;x
EVTOPTC_ToS_202_tt;Success will depend on your stewardship skill and failing means no food;;;;;;;;;;;;;x
EVTOPTD_ToS_202;Ha, they are weak I am not. I will rob them;;;;;;;;;;;;;x
EVTOPTD_ToS_202_tt;Success will depend on your martial skill and failing means no food or worse;;;;;;;;;;;;;x
EVTDESC_ToS_203;You hear someone moving around, almost sneaking like. You move to hide and prepare, but lucky for you it is just a hunter cautiosly moving through the woods. He seems lost.;;;;;;;;;;;;;x
EVTOPTA_ToS_203;He is a hunter, he could tell me more about hunting;;;;;;;;;;;;;x
EVTOPTA_ToS_203_tt;Option is based on your diplomacy skill and it can improve your martial;;;;;;;;;;;;;x
EVTOPTB_ToS_203;I still have the upper hand, I could wait till he falls asleep and steal from him;;;;;;;;;;;;;x
EVTOPTB_ToS_203_tt;Success will depend on your intrigue skill and it can improve your intrigue, but failing means no food or worse;;;;;;;;;;;;;x
EVTOPTC_ToS_203;He is lost, I should help him and guide him;;;;;;;;;;;;;x
EVTOPTC_ToS_203_tt;Option is based on your stewardship skill and it can improve stewardship;;;;;;;;;;;;;x
EVTOPTD_ToS_203;I still have the upper hand, I will ambush him;;;;;;;;;;;;;x
EVTOPTD_ToS_203_tt;Success will depend on your martial skill and it can improve your martial, but failing means no food or worse;;;;;;;;;;;;;x
EVTDESC_ToS_204;You hear whimpering somewhere close, barely heritable but it is definitely there. Could it be a trap? You slowly approach the direction from where the sound is coming, only to find a wounded kid. Another quickening participant, greatly wounded and crying.;;;;;;;;;;;;;x
EVTOPTA_ToS_204;I have to save him!;;;;;;;;;;;;;x
EVTOPTA_ToS_204_tt;You can try to same him using your learning and if successful will increase your learning but you will not have any food to eat;;;;;;;;;;;;;x#tooltip#
EVTOPTB_ToS_204;You are already dead, I am taking your stuffe;;;;;;;;;;;;;x
EVTOPTB_ToS_204_tt;this Option has a small chance to improve your intrigue;;;;;;;;;;;;;x
EVTOPTC_ToS_204;He has supplies he wont be need anymore;;;;;;;;;;;;;x
EVTOPTC_ToS_204_tt;this Option has a small chance to improve your martial;;;;;;;;;;;;;x
EVTDESC_ToS_205;It seems that not only the kid was heavily wounded but also starving. He has no food on him and if he doesn't die from wounds, he will from starvation.;;;;;;;;;;;;;x
EVTOPTA_ToS_205;No food...;;;;;;;;;;;;;x
EVTOPTB_ToS_205;Meat is back on the menu Boys!;;;;;;;;;;;;;x
EVTDESC_ToS_206;You can hear your tummy grumbling, you are hungry. It is time to find food, through either gathering or hunting and feed yourself.;;;;;;;;;;;;;x
EVTOPTA_ToS_206;I will try to hunt;;;;;;;;;;;;;x
EVTOPTA_ToS_206_tt;This option is based on martial;;;;;;;;;;;;;x
EVTOPTB_ToS_206;I will try to forage;;;;;;;;;;;;;x
EVTOPTB_ToS_206_tt;This option is based on learning;;;;;;;;;;;;;x
EVTOPTC_ToS_206;I want my mommy to make me a stew, where is my mommy?;;;;;;;;;;;;;x
EVTOPTC_ToS_206_tt;You start crying, rolling up on the ground, if you don't become too weak and die from starvation, the noise will probably attract a predator. You will die;;;;;;;;;;;;;x
EVTDESC_ToS_207;You payed enough attention in those hunting lessons, maybe you will be capable of hunting by yourself. But you will have to decide how to take this on, day is running short and your tummy only grumbles more.;;;;;;;;;;;;;x
EVTOPTA_ToS_207;I will craft a weapon;;;;;;;;;;;;;x
EVTOPTA_ToS_207_tt;Higher chance to gain martial but higher chance to fail;;;;;;;;;;;;;x
EVTOPTB_ToS_207;I will set traps, I can withstand till morning;;;;;;;;;;;;;x
EVTOPTB_ToS_207_tt;Standard chance to gain martial but low chance to fail;;;;;;;;;;;;;x
EVTOPTC_ToS_207;I will hunt with whatever, a throwing stone will do if it has to;;;;;;;;;;;;;x
EVTOPTC_ToS_207_tt;Standard chance to gain martial but high chance to fail;;;;;;;;;;;;;x
EVTDESC_ToS_208;Those lessons about types of shrooms and berries should come handy now, then again did you really pay enough attention to know what is poisonous and what is edible?;;;;;;;;;;;;;x
EVTOPTA_ToS_208;These mushrooms look edible, no weird colors;;;;;;;;;;;;;x
EVTOPTA_ToS_208_tt;High chance to gain learning but high chance to fail;;;;;;;;;;;;;x
EVTOPTB_ToS_208;Berries are a safer bet, I will gather those;;;;;;;;;;;;;x
EVTOPTB_ToS_208_tt;Standard chance to gain learning but lower chancer to fail;;;;;;;;;;;;;x
EVTOPTC_ToS_208;These berries look fine... I guess;;;;;;;;;;;;;x
EVTOPTC_ToS_208_tt;Standard chance to gain learning but high chance to fail;;;;;;;;;;;;;x
EVTDESC_ToS_209;You have gotten yourself hurt. If you were back home someone would tend for you and kiss your boo-boo, but out here only the trees and beasts can hear your crying.;;;;;;;;;;;;;x
EVTOPTA_ToS_209;It's just a flesh wound!;;;;;;;;;;;;;x
EVTOPTA_ToS_209_tt;Your martial is high enough to walk it off and you can increase martial, tho the wounds might cause complications;;;;;;;;;;;;;x
EVTOPTB_ToS_209;Herbal remedy, that can help me!;;;;;;;;;;;;;x
EVTOPTB_ToS_209_tt;Your learning is high enough to heal yourself and you can increase learning, tho the wounds might cause complications;;;;;;;;;;;;;x
EVTOPTC_ToS_209;Tis but a scratch;;;;;;;;;;;;;x
EVTOPTC_ToS_209_tt;Your martial is too low, high chance of increasing martial but high chance of getting maimed;;;;;;;;;;;;;x
EVTOPTD_ToS_209;I.. I can't... it hurts too much *Sniff*;;;;;;;;;;;;;x
EVTOPTD_ToS_209_tt;You start crying, hoping that someone will hear your whipping, but there is no one to help. You die;;;;;;;;;;;;;x
EVTDESC_ToS_210;The wild beasts that you were hunting was in fact hunting you and you have fallen into it's trap.;;;;;;;;;;;;;x
EVTOPTA_ToS_210;Please [Root.Religion.GetHighGodName] let me survive;;;;;;;;;;;;;x
EVTOPTA_ToS_210_tt;I can only hope that the smell of piss and shit keeps me from being eaten tonight;;;;;;;;;;;;;x

#DOOMING EVENTS
EVTDESC_ToS_301;You have not yet been Doomed by a Doomsayer which is said to bring ill fortune. The ritual will take but a day and a small sacrifice to Morr.;;;;;;;;;;;;;x
EVTOPTA_ToS_301;I'm ready for Morr to give me my Dooming;;;;;;;;;;;;;x
EVTOPTB_ToS_301;I don't think being doomed by the god of death sounds like a good idea;;;;;;;;;;;;;x


#Modifiers
ToS_starvation_1;Hungry;;;;;;;;;;;;;x
ToS_starvation_1_desc;You feel hungry and should start seeking out food;;;;;;;;;;;;;x
ToS_starvation_2;Slight starvation;;;;;;;;;;;;;x
ToS_starvation_2_desc;You are starting to feel a bit weak from lack of food. You should start seeking source of food imminently;;;;;;;;;;;;;x
ToS_starvation_3;Medium starvation;;;;;;;;;;;;;x
ToS_starvation_3_desc;You are growing more weak by the hour, with no food you are on verge of starving to death;;;;;;;;;;;;;x
ToS_starvation_4;High starvation;;;;;;;;;;;;;x
ToS_starvation_4_desc;You are skin and bones, it is only matter of time before you become too weak to move and die from starvation. You are going to die!;;;;;;;;;;;;;x

#DOOMING#
dooming_Z;Dooming;;;;;;;;;;;;x
dooming_Z_desc; ;;;;;;;;;;;;x
dooming_1;Dooming;;;;;;;;;;;;x
dooming_1_desc;Terrible things will happen to thy fingers if thou dippest them into too many pies;;;;;;;;;;;;x
dooming_2;Dooming;;;;;;;;;;;;x
dooming_2_desc;A four legged beast shall be thine death;;;;;;;;;;;;x
dooming_3;Dooming;;;;;;;;;;;;x
dooming_3_desc;Thy end shall be hilarious, just not thee;;;;;;;;;;;;x
dooming_4;Dooming;;;;;;;;;;;;x
dooming_4_desc;Thy shalt laugh in the face of death, but the last laugh shall be Morr's;;;;;;;;;;;;x
dooming_5;Dooming;;;;;;;;;;;;x
dooming_5_desc;Thou shalt fall under the weight of thine own gold;;;;;;;;;;;;x
dooming_6;Dooming;;;;;;;;;;;;x
dooming_6_desc;Beware the man that is not a man;;;;;;;;;;;;x
dooming_7;Dooming;;;;;;;;;;;;x
dooming_7_desc;Good advice will arrive too late;;;;;;;;;;;;x
dooming_8;Dooming;;;;;;;;;;;;x
dooming_8_desc;A drunken blunder shall end your comedy;;;;;;;;;;;;x
dooming_9;Dooming;;;;;;;;;;;;x
dooming_9_desc;Thy doom is so terrible, mortal mind cannot conceive it, nor mortal tongue tell it;;;;;;;;;;;;x
dooming_10;Dooming;;;;;;;;;;;;x
dooming_10_desc;Do not trust the rug;;;;;;;;;;;;x
dooming_11;Dooming;;;;;;;;;;;;x
dooming_11_desc;A spear will pass through your belly and you will linger long in pain before your demise;;;;;;;;;;;;x
dooming_12;Dooming;;;;;;;;;;;;x
dooming_12_desc;The hangman's noose, aye, or headsman's chop, shall end thy days;;;;;;;;;;;;x
dooming_13;Dooming;;;;;;;;;;;;x
dooming_13_desc;Debauchery and revelry shall end in misery;;;;;;;;;;;;x
dooming_14;Dooming;;;;;;;;;;;;x
dooming_14_desc;Disease and pestilence loom over thine nether regions;;;;;;;;;;;;x
dooming_15;Dooming;;;;;;;;;;;;x
dooming_15_desc;It is a great honour to be made mad by the gods;;;;;;;;;;;;x
dooming_16;Dooming;;;;;;;;;;;;x
dooming_16_desc;Morr comes screaming to thy door;;;;;;;;;;;;x
dooming_17;Dooming;;;;;;;;;;;;x
dooming_17_desc;Madness and insanity shall haunt thy final hours;;;;;;;;;;;;x
dooming_18;Dooming;;;;;;;;;;;;x
dooming_18_desc;Morr has got thy number;;;;;;;;;;;;x
dooming_19;Dooming;;;;;;;;;;;;x
dooming_19_desc;Morr will come calling when thou art without clothing;;;;;;;;;;;;x
dooming_20;Dooming;;;;;;;;;;;;x
dooming_20_desc;No tears but thy own shall be shed when Morr comes a-knocking;;;;;;;;;;;;x
dooming_21;Dooming;;;;;;;;;;;;x
dooming_21_desc;Size matters not;;;;;;;;;;;;x
dooming_22;Dooming;;;;;;;;;;;;x
dooming_22_desc;The hand that takes thy life is thine own;;;;;;;;;;;;x
dooming_23;Dooming;;;;;;;;;;;;x
